# Data taken from the Leiden Laboratory Ice Database
# Paper: Ehrenfreund and Schlemmer

# H2O:CH3OH:CO2:NH3 0.7:0.7:1:0.7 - 10 K
# https://icedb.strw.leidenuniv.nl/data/53

Freq. Trans.
7.24751E+02 1.49760E-02
7.25233E+02 1.49537E-02
7.25715E+02 1.49098E-02
7.26198E+02 1.49034E-02
7.26680E+02 1.49547E-02
7.27162E+02 1.49482E-02
7.27644E+02 1.50054E-02
7.28126E+02 1.50660E-02
7.28609E+02 1.49916E-02
7.29091E+02 1.49438E-02
7.29573E+02 1.49907E-02
7.30055E+02 1.51894E-02
7.30537E+02 1.53143E-02
7.31020E+02 1.52157E-02
7.31502E+02 1.51830E-02
7.31984E+02 1.52074E-02
7.32466E+02 1.51913E-02
7.32948E+02 1.51362E-02
7.33431E+02 1.51603E-02
7.33913E+02 1.52566E-02
7.34395E+02 1.52702E-02
7.34877E+02 1.52337E-02
7.35359E+02 1.52813E-02
7.35842E+02 1.53380E-02
7.36324E+02 1.52650E-02
7.36806E+02 1.51883E-02
7.37288E+02 1.50340E-02
7.37770E+02 1.52091E-02
7.38253E+02 1.54615E-02
7.38735E+02 1.54468E-02
7.39217E+02 1.54598E-02
7.39699E+02 1.54285E-02
7.40181E+02 1.55059E-02
7.40664E+02 1.55991E-02
7.41146E+02 1.55589E-02
7.41628E+02 1.55614E-02
7.42110E+02 1.56369E-02
7.42592E+02 1.55927E-02
7.43075E+02 1.54911E-02
7.43557E+02 1.55882E-02
7.44039E+02 1.58238E-02
7.44521E+02 1.56176E-02
7.45003E+02 1.54562E-02
7.45486E+02 1.56252E-02
7.45968E+02 1.57101E-02
7.46450E+02 1.57261E-02
7.46932E+02 1.57012E-02
7.47414E+02 1.57555E-02
7.47897E+02 1.57675E-02
7.48379E+02 1.57317E-02
7.48861E+02 1.57999E-02
7.49343E+02 1.58343E-02
7.49825E+02 1.57782E-02
7.50308E+02 1.57817E-02
7.50790E+02 1.58116E-02
7.51272E+02 1.58350E-02
7.51754E+02 1.60271E-02
7.52236E+02 1.60335E-02
7.52719E+02 1.59379E-02
7.53201E+02 1.59764E-02
7.53683E+02 1.59311E-02
7.54165E+02 1.59429E-02
7.54647E+02 1.61338E-02
7.55130E+02 1.61157E-02
7.55612E+02 1.60018E-02
7.56094E+02 1.60021E-02
7.56576E+02 1.60830E-02
7.57058E+02 1.61139E-02
7.57541E+02 1.61573E-02
7.58023E+02 1.61985E-02
7.58505E+02 1.59664E-02
7.58987E+02 1.59902E-02
7.59469E+02 1.61023E-02
7.59952E+02 1.60885E-02
7.60434E+02 1.60674E-02
7.60916E+02 1.60004E-02
7.61398E+02 1.60740E-02
7.61880E+02 1.61291E-02
7.62363E+02 1.60526E-02
7.62845E+02 1.60519E-02
7.63327E+02 1.61377E-02
7.63809E+02 1.61296E-02
7.64292E+02 1.61067E-02
7.64774E+02 1.61037E-02
7.65256E+02 1.60866E-02
7.65738E+02 1.61568E-02
7.66220E+02 1.61754E-02
7.66703E+02 1.60405E-02
7.67185E+02 1.59944E-02
7.67667E+02 1.61084E-02
7.68149E+02 1.61910E-02
7.68631E+02 1.61611E-02
7.69114E+02 1.61386E-02
7.69596E+02 1.61586E-02
7.70078E+02 1.62219E-02
7.70560E+02 1.62697E-02
7.71042E+02 1.62483E-02
7.71525E+02 1.63106E-02
7.72007E+02 1.62935E-02
7.72489E+02 1.61919E-02
7.72971E+02 1.62204E-02
7.73453E+02 1.61860E-02
7.73936E+02 1.61841E-02
7.74418E+02 1.61945E-02
7.74900E+02 1.61678E-02
7.75382E+02 1.61634E-02
7.75864E+02 1.61913E-02
7.76347E+02 1.62824E-02
7.76829E+02 1.62464E-02
7.77311E+02 1.61735E-02
7.77793E+02 1.62341E-02
7.78275E+02 1.61652E-02
7.78758E+02 1.61855E-02
7.79240E+02 1.61869E-02
7.79722E+02 1.60721E-02
7.80204E+02 1.61310E-02
7.80686E+02 1.62299E-02
7.81169E+02 1.62614E-02
7.81651E+02 1.62441E-02
7.82133E+02 1.62683E-02
7.82615E+02 1.62221E-02
7.83097E+02 1.61057E-02
7.83580E+02 1.60140E-02
7.84062E+02 1.60411E-02
7.84544E+02 1.60977E-02
7.85026E+02 1.61695E-02
7.85508E+02 1.61391E-02
7.85991E+02 1.59671E-02
7.86473E+02 1.60379E-02
7.86955E+02 1.60891E-02
7.87437E+02 1.60472E-02
7.87919E+02 1.61893E-02
7.88402E+02 1.61752E-02
7.88884E+02 1.60820E-02
7.89366E+02 1.61379E-02
7.89848E+02 1.61181E-02
7.90331E+02 1.60639E-02
7.90813E+02 1.60503E-02
7.91295E+02 1.59723E-02
7.91777E+02 1.59734E-02
7.92259E+02 1.60376E-02
7.92742E+02 1.60791E-02
7.93224E+02 1.59957E-02
7.93706E+02 1.60440E-02
7.94188E+02 1.61254E-02
7.94670E+02 1.60288E-02
7.95153E+02 1.59981E-02
7.95635E+02 1.59748E-02
7.96117E+02 1.60324E-02
7.96599E+02 1.60746E-02
7.97081E+02 1.60427E-02
7.97564E+02 1.59540E-02
7.98046E+02 1.58696E-02
7.98528E+02 1.59098E-02
7.99010E+02 1.59084E-02
7.99492E+02 1.58203E-02
7.99975E+02 1.57769E-02
8.00457E+02 1.57899E-02
8.00939E+02 1.58440E-02
8.01421E+02 1.57774E-02
8.01903E+02 1.57138E-02
8.02386E+02 1.57121E-02
8.02868E+02 1.56743E-02
8.03350E+02 1.57536E-02
